# r_centers rho
0.060000000000 0.324654255365
0.180000000000 0.303447227612
0.300000000000 0.288497236450
0.420000000000 0.264253493962
0.540000000000 0.239832990718
0.660000000000 0.204879108262
0.780000000000 0.172664749223
0.900000000000 0.141860861192
1.020000000000 0.111703478687
1.140000000000 0.087011799045
1.260000000000 0.064713997200
1.380000000000 0.047461402402
1.500000000000 0.034205801418
1.620000000000 0.023106991055
1.740000000000 0.015558862992
1.860000000000 0.009902189871
1.980000000000 0.006283229167
2.100000000000 0.003900290824
2.220000000000 0.002281019219
2.340000000000 0.001394632030
2.460000000000 0.000764598785
2.580000000000 0.000432297674
2.700000000000 0.000209529447
2.820000000000 0.000110906398
2.940000000000 0.000046628834
