# alpha mean_ana_energy acceptance_rate
0.400000000000 247.976889156857 0.617070000000
0.531953183089 241.992155370778 0.547600000000
0.505129740235 241.421555924306 0.563170000000
0.499828037994 241.421851597806 0.563940000000
0.499977743182 241.421488387128 0.562060000000
0.500003035329 241.421503663836 0.561030000000
0.499999977750 241.421500050976 0.564310000000
0.499999998432 241.421499989113 0.559680000000
0.499999999697 241.421499999780 0.562470000000
0.500000000010 241.421500000004 0.562420000000
