# alpha mean_ana_energy acceptance_rate
0.200000000000 0.902667232995 0.785000000000
0.330000000000 1.264125880030 0.697000000000
0.460000000000 1.675944684003 0.620900000000
0.590000000000 2.075232706517 0.559000000000
0.720000000000 2.540075074394 0.510400000000
0.850000000000 3.028759487206 0.479100000000
0.980000000000 3.291319589250 0.440700000000
1.110000000000 3.877459468763 0.413500000000
1.240000000000 4.198279679209 0.385600000000
1.370000000000 4.644189517927 0.369400000000
1.500000000000 5.115542777781 0.346600000000
