# r_centers rho
0.060000000000 0.314901317819
0.180000000000 0.308068339279
0.300000000000 0.288472092179
0.420000000000 0.266315087308
0.540000000000 0.237328081033
0.660000000000 0.205607789724
0.780000000000 0.171852225830
0.900000000000 0.141314079227
1.020000000000 0.112376685242
1.140000000000 0.086516563077
1.260000000000 0.065315999193
1.380000000000 0.047873898185
1.500000000000 0.033075513959
1.620000000000 0.023331549755
1.740000000000 0.015533537690
1.860000000000 0.010151903406
1.980000000000 0.006491893957
2.100000000000 0.003896485632
2.220000000000 0.002302354883
2.340000000000 0.001389304194
2.460000000000 0.000691167541
2.580000000000 0.000428461454
2.700000000000 0.000236669295
2.820000000000 0.000114557226
2.940000000000 0.000062558990
