# alpha mean_ana_energy acceptance_rate
0.400000000000 129.729401330659 0.631980000000
0.467036170465 127.347458887341 0.595360000000
0.477921684196 127.300968980785 0.591120000000
0.484318328796 127.269103300125 0.587610000000
0.486852043444 127.265409510417 0.582180000000
0.488251204854 127.237886641808 0.581060000000
0.488556303005 127.239856390136 0.583270000000
0.488409884339 127.260431176363 0.582360000000
0.488619000197 127.250877150203 0.583030000000
0.489182628781 127.233877064648 0.583210000000
0.489192167538 127.257177177440 0.582020000000
0.489069271301 127.241447463448 0.581890000000
0.488390851318 127.246512177158 0.585300000000
0.488222064233 127.255511987009 0.579880000000
0.488564515529 127.247272916064 0.585460000000
0.488453407271 127.249782636650 0.584170000000
0.488709061846 127.288003999037 0.584840000000
