# r_centers rho
0.060000000000 0.314424958233
0.180000000000 0.309835438085
0.300000000000 0.291025865870
0.420000000000 0.264609303153
0.540000000000 0.238239660618
0.660000000000 0.205452302177
0.780000000000 0.172188729711
0.900000000000 0.141442692631
1.020000000000 0.111582048276
1.140000000000 0.086592417626
1.260000000000 0.065509837704
1.380000000000 0.047567842076
1.500000000000 0.033789589137
1.620000000000 0.022874941265
1.740000000000 0.015591067477
1.860000000000 0.010207450763
1.980000000000 0.006241104350
2.100000000000 0.003778193089
2.220000000000 0.002418166391
2.340000000000 0.001308437273
2.460000000000 0.000755743365
2.580000000000 0.000378802644
2.700000000000 0.000218960851
2.820000000000 0.000116932322
2.940000000000 0.000050299819
