# alpha mean_ana_energy acceptance_rate
0.400000000000 123.555353360695 0.617070000000
0.463884239251 120.952564542668 0.581060000000
0.482662856478 120.782570856775 0.574490000000
0.492194671266 120.715355741248 0.566750000000
0.495992726052 120.716126972420 0.562520000000
0.497918444487 120.701395291452 0.561710000000
0.498876599458 120.711239826165 0.567140000000
0.499435395372 120.710193525047 0.562150000000
0.499696649112 120.710446066644 0.564890000000
0.499854533551 120.710598809982 0.563490000000
0.499924485491 120.710732460858 0.565280000000
0.499961680552 120.710714955301 0.564350000000
0.499981322956 120.710780826511 0.562710000000
