# alpha mean_ana_energy acceptance_rate
0.400000000000 25.016246251194 0.620710000000
0.481127189505 24.412291516792 0.573960000000
0.491306170849 24.397846891945 0.573410000000
0.494802525838 24.400689200010 0.567630000000
0.496438815877 24.397976844552 0.569110000000
0.497126187118 24.399346724312 0.568130000000
0.497292179463 24.399130520604 0.567560000000
0.497347468661 24.398065603398 0.566600000000
0.497490515739 24.397792831277 0.568190000000
0.497479337906 24.399902280627 0.565580000000
