# r_centers rho
0.060000000000 0.303499634535
0.180000000000 0.295984905480
0.300000000000 0.281532384039
0.420000000000 0.257750088257
0.540000000000 0.230161871830
0.660000000000 0.198774626976
0.780000000000 0.170783583706
0.900000000000 0.139228891582
1.020000000000 0.112500537434
1.140000000000 0.088029378511
1.260000000000 0.066793234955
1.380000000000 0.048944109458
1.500000000000 0.035938180869
1.620000000000 0.024503843804
1.740000000000 0.016683733238
1.860000000000 0.011027915174
1.980000000000 0.007045335846
2.100000000000 0.004362945402
2.220000000000 0.002732637799
2.340000000000 0.001627824062
2.460000000000 0.000935210512
2.580000000000 0.000495238673
2.700000000000 0.000239837657
2.820000000000 0.000148267127
2.940000000000 0.000084528508
