# alpha mean_ana_energy acceptance_rate
0.400000000000 271.056391205370 0.634820000000
0.458432878314 266.425249035900 0.609180000000
0.472351460437 266.180174612915 0.594520000000
0.478272979515 266.270852051866 0.594060000000
0.481944172451 266.249065963422 0.586720000000
0.483548761778 266.261064914128 0.589880000000
0.483526727323 266.214838164458 0.589820000000
0.483327234725 266.239603993869 0.589760000000
0.484542113225 266.238070792341 0.589940000000
0.483026162901 266.200756016648 0.589560000000
