# alpha mean_ana_energy acceptance_rate
0.400000000000 129.679705621942 0.631710000000
0.465193932265 127.387850493859 0.597080000000
0.477619617878 127.294152193371 0.591590000000
0.483708225930 127.273628573852 0.586240000000
0.486398919886 127.309510995894 0.581650000000
0.487863738343 127.261210737267 0.581210000000
0.488197357862 127.245673136555 0.584470000000
0.488666118209 127.242894124864 0.580260000000
0.488976337832 127.256554766995 0.584140000000
0.488917132697 127.251850277133 0.579870000000
0.488989872270 127.282883837976 0.582420000000
0.488619224315 127.263235332398 0.581620000000
0.488581778489 127.258528730625 0.582830000000
0.488865844925 127.260274359739 0.581670000000
0.488552333726 127.251787973182 0.582800000000
