# alpha mean_ana_energy acceptance_rate
0.400000000000 15.514898827753 0.847016000000
0.419472509955 15.375225182040 0.841218000000
0.434175184200 15.297143942454 0.837130000000
0.445427545760 15.244770512360 0.833758000000
0.454335284664 15.214448254775 0.831628000000
0.461417162550 15.196585034642 0.828904000000
0.467412210577 15.184067880767 0.828074000000
0.472114089142 15.173796159675 0.826266000000
0.476110748292 15.166293440306 0.824548000000
0.479462200004 15.163504626516 0.824096000000
0.482258167244 15.161816105654 0.824926000000
0.484610539403 15.158476471729 0.823500000000
0.486560012790 15.155779201654 0.822082000000
0.488224894594 15.155181212529 0.822300000000
0.489619815874 15.154890562133 0.822676000000
