# alpha mean_ana_energy acceptance_rate
0.400000000000 24.742308070980 0.618630000000
0.464529045081 24.199254469120 0.581670000000
0.484411590510 24.158605178753 0.568820000000
0.492336581477 24.140287352948 0.565770000000
0.496019122325 24.142177870150 0.566000000000
0.497981193846 24.142093135896 0.560960000000
0.498968995784 24.141726061273 0.566930000000
0.499479362206 24.142337502941 0.565480000000
0.499742142011 24.142160558946 0.566940000000
0.499868498557 24.142172086733 0.562060000000
0.499931471648 24.142157950154 0.560530000000
