# alpha mean_ana_energy acceptance_rate
0.100000000000 131.863840945567 0.955200000000
0.140000000000 95.031403520561 0.947000000000
0.180000000000 79.755622935932 0.937200000000
0.220000000000 67.136979593453 0.925800000000
0.260000000000 63.008329188602 0.911800000000
0.300000000000 57.346821200374 0.913400000000
0.340000000000 54.798309342494 0.898200000000
0.380000000000 51.832560162334 0.884200000000
0.420000000000 50.368664633760 0.876800000000
0.460000000000 50.116309649611 0.875200000000
0.500000000000 50.000000000000 0.870600000000
0.540000000000 50.150751401022 0.857600000000
0.580000000000 50.173647230386 0.852200000000
0.620000000000 51.425741391219 0.837000000000
0.660000000000 51.868992326071 0.847600000000
0.700000000000 52.681234053424 0.828200000000
0.740000000000 52.222006195207 0.821000000000
0.780000000000 54.337509890111 0.807000000000
0.820000000000 55.518284916931 0.803800000000
0.860000000000 58.335009591114 0.787000000000
0.900000000000 57.808029487597 0.801400000000
